title,make,model,year,mileage_km,price_usd,fuel,gearbox,city,listing_date,url
BMW 5 Series 2017,BMW,5,2017,129000,28450,Дизель,Автомат,Одеса,2026-06-15,https://auto.ria.com/uk/auto_bmw_5-series_39306386.html
Mazda CX-5 2023,Mazda,CX-5,2023,23000,26700,Бензин,Автомат,Южноукраїнськ,2026-06-15,https://auto.ria.com/uk/auto_mazda_cx-5_40024893.html
Skoda Octavia 2009,Skoda,Octavia,2009,200000,7700,Бензин,Ручна / Механіка,Ходорів,2026-06-15,https://auto.ria.com/uk/auto_skoda_octavia_40024844.html
Volkswagen Golf 2012,Volkswagen,Golf,2012,225000,6999,Дизель,Ручна / Механіка,Луцьк,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_golf_40024830.html
Ford Kuga 2019,Ford,Kuga,2019,106000,18160,Дизель,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_ford_kuga_40024786.html
Mercedes-Benz SL-Class 2012,Mercedes-Benz,SL-Class,2012,96000,34990,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_mercedes-benz_sl-class_40018179.html
Volkswagen Tiguan 2019,Volkswagen,Tiguan,2019,152000,17500,Бензин,Автомат,Івано-Франківськ,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_tiguan_40024765.html
Lexus NX 2018,Lexus,NX,2018,36000,34500,Бензин,Варіатор,Умань,2026-06-15,https://auto.ria.com/uk/auto_lexus_nx_39227794.html
Lexus RX 2018,Lexus,RX,2018,239000,28490,Бензин,Типтронік,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_lexus_rx_39887268.html
BMW X6 2013,BMW,X6,2013,260000,21490,Дизель,Автомат,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_bmw_x6_39607801.html
Renault Megane 2011,Renault,Megane,2011,210000,7450,Дизель,Ручна / Механіка,Івано-Франківськ,2026-06-15,https://auto.ria.com/uk/auto_renault_megane_40024738.html
BMW X1 2016,BMW,X1,2016,162000,17600,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_bmw_x1_39638449.html
Porsche Panamera 2017,Porsche,Panamera,2017,136000,42999,Бензин,Автомат,Одеса,2026-06-15,https://auto.ria.com/uk/auto_porsche_panamera_38236004.html
Volkswagen Touareg 2011,Volkswagen,Touareg,2011,200000,16999,Дизель,Автомат,Умань,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_touareg_39337339.html
Suzuki Grand Vitara 2009,Suzuki,Grand,2009,190000,8888,Дизель,Ручна / Механіка,Умань,2026-06-15,https://auto.ria.com/uk/auto_suzuki_grand-vitara_39314113.html
BMW X5 2017,BMW,X5,2017,279000,30999,Дизель,Автомат,Умань,2026-06-15,https://auto.ria.com/uk/auto_bmw_x5_39758928.html
Toyota RAV4 2023,Toyota,RAV4,2023,49000,41777,Гібрид,Автомат,Умань,2026-06-15,https://auto.ria.com/uk/auto_toyota_rav4_39951193.html
BMW X3 2016,BMW,X3,2016,139000,18900,Бензин,Автомат,Одеса,2026-06-15,https://auto.ria.com/uk/auto_bmw_x3_39907411.html
Tesla Model Y 2021,Tesla,Model,2021,80000,22490,Електро,,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_tesla_model-y_39745500.html
Mercedes-Benz CLA-Class 2019,Mercedes-Benz,CLA-Class,2019,130000,24499,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_mercedes-benz_cla-class_40024411.html
Toyota Land Cruiser 2022,Toyota,Land,2022,97000,79999,Дизель,Автомат,Умань,2026-06-15,https://auto.ria.com/uk/auto_toyota_land-cruiser_39994681.html
Honda e:NP2 2024,Honda,e:NP2,2024,1000,24500,Електро,,Київ,2026-06-15,https://auto.ria.com/uk/auto_honda_e-np2_39865034.html
ВАЗ / Lada 2114 Samara 2011,ВАЗ,/,2011,113000,2900,Бензин,Ручна / Механіка,Володимир,2026-06-15,https://auto.ria.com/uk/auto_vaz-lada_2114-samara_39907952.html
Skoda Octavia 2020,Skoda,Octavia,2020,105000,18828,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_skoda_octavia_40024249.html
Dacia Logan 2008,Dacia,Logan,2008,214000,3200,Бензин,Ручна / Механіка,Житомир,2026-06-15,https://auto.ria.com/uk/auto_dacia_logan_39742903.html
Renault Laguna 2009,Renault,Laguna,2009,333000,5150,Дизель,Ручна / Механіка,Корець,2026-06-15,https://auto.ria.com/uk/auto_renault_laguna_40024224.html
Dacia Logan MCV 2009,Dacia,Logan,2009,170000,5750,Бензин,Ручна / Механіка,Конотоп,2026-06-15,https://auto.ria.com/uk/auto_dacia_logan-mcv_39883473.html
Kia ProCeed 2019,Kia,ProCeed,2019,95000,15499,Бензин,Робот,Южноукраїнськ,2026-06-15,https://auto.ria.com/uk/auto_kia_proceed_37230917.html
Hyundai ix35 2011,Hyundai,ix35,2011,153000,11300,Бензин,Автомат,Чорноморськ (Іллічівськ),2026-06-15,https://auto.ria.com/uk/auto_hyundai_ix35_39542031.html
Renault Espace 2017,Renault,Espace,2017,227000,16499,Дизель,Автомат,Вінниця,2026-06-15,https://auto.ria.com/uk/auto_renault_espace_39956117.html
Audi Q5 2018,Audi,Q5,2018,49000,33600,Бензин,Автомат,Київ,2026-06-22,https://auto.ria.com/uk/auto_audi_q5_39601053.html
Skoda Superb 2017,Skoda,Superb,2017,280000,13999,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_skoda_superb_38406397.html
Land Rover Range Rover Velar 2022,Land,Rover,2022,58000,49900,Бензин,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_land-rover_range-rover-velar_39898350.html
Land Rover Range Rover Sport 2023,Land,Rover,2023,64000,103900,Дизель,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_land-rover_range-rover-sport_39897412.html
Land Rover Discovery Sport 2023,Land,Rover,2023,18000,54000,Гібрид,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_land-rover_discovery-sport_39299305.html
Hyundai Getz 2006,Hyundai,Getz,2006,181000,4900,Бензин,Автомат,Миколаїв (Миколаївська),2026-06-15,https://auto.ria.com/uk/auto_hyundai_getz_40023966.html
BMW X3 2023,BMW,X3,2023,63000,37999,Бензин,Автомат,Вінниця,2026-06-15,https://auto.ria.com/uk/auto_bmw_x3_38831343.html
Kia Sportage 2012,Kia,Sportage,2012,186000,11999,Дизель,Ручна / Механіка,Коростишів,2026-06-15,https://auto.ria.com/uk/auto_kia_sportage_39884852.html
Chevrolet Aveo 2008,Chevrolet,Aveo,2008,313000,2450,Бензин,Ручна / Механіка,Звягель,2026-06-15,https://auto.ria.com/uk/auto_chevrolet_aveo_39886261.html
Mercedes-Benz S-Class 2021,Mercedes-Benz,S-Class,2021,80000,91999,Гібрид,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_mercedes-benz_s-class_39740561.html
Opel Zafira 2013,Opel,Zafira,2013,167000,8244,Бензин,Ручна / Механіка,Київ,2026-06-15,https://auto.ria.com/uk/auto_opel_zafira_40023673.html
Kia EV6 2021,Kia,EV6,2021,105000,22599,Електро,,Івано-Франківськ,2026-06-15,https://auto.ria.com/uk/auto_kia_ev6_40023682.html
Audi A5 2020,Audi,A5,2020,27000,28500,Бензин,Автомат,Рівне (Рівненська),2026-06-15,https://auto.ria.com/uk/auto_audi_a5_40023576.html
Daewoo Matiz 2008,Daewoo,Matiz,2008,120000,2999,Бензин,Автомат,Солоне,2026-06-15,https://auto.ria.com/uk/auto_daewoo_matiz_40023519.html
Volkswagen Bora 2003,Volkswagen,Bora,2003,161000,4999,Бензин,Ручна / Механіка,Одеса,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_bora_40023433.html
Volvo XC90 2016,Volvo,XC90,2016,357000,13990,Бензин,Автомат,Рівне (Рівненська),2026-06-15,https://auto.ria.com/uk/auto_volvo_xc90_39370914.html
Acura ZDX 2024,Acura,ZDX,2024,19000,37900,Електро,,Рівне (Рівненська),2026-06-15,https://auto.ria.com/uk/auto_acura_zdx_39881372.html
Toyota RAV4 2020,Toyota,RAV4,2020,154000,24490,Бензин,Варіатор,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_toyota_rav4_40023339.html
Mitsubishi Outlander 2014,Mitsubishi,Outlander,2014,217000,14800,Гібрид,Автомат,Слобожанське,2026-06-15,https://auto.ria.com/uk/auto_mitsubishi_outlander_39885701.html
Renault Espace 2012,Renault,Espace,2012,250000,9999,Дизель,Автомат,Рівне (Рівненська),2026-06-15,https://auto.ria.com/uk/auto_renault_espace_39882261.html
Opel Corsa 2009,Opel,Corsa,2009,194000,4900,Дизель,Ручна / Механіка,Запоріжжя,2026-06-15,https://auto.ria.com/uk/auto_opel_corsa_39657975.html
Mitsubishi Outlander 2016,Mitsubishi,Outlander,2016,191000,17650,Гібрид,Автомат,Слобожанське,2026-06-15,https://auto.ria.com/uk/auto_mitsubishi_outlander_40023174.html
Opel Crossland 2022,Opel,Crossland,2022,183000,15800,Дизель,Автомат,Коломия,2026-06-15,https://auto.ria.com/uk/auto_opel_crossland_40023142.html
Volkswagen Passat 2017,Volkswagen,Passat,2017,248000,15999,Дизель,Автомат,Запоріжжя,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_passat_38575075.html
Volkswagen Golf 2003,Volkswagen,Golf,2003,232000,3750,Бензин,Ручна / Механіка,Бориспіль,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_golf_39884766.html
BMW i7 2023,BMW,i7,2023,56000,83990,Електро,,Київ,2026-06-15,https://auto.ria.com/uk/auto_bmw_i7_39878534.html
Audi A4 2017,Audi,A4,2017,140000,17850,Бензин,Автомат,Харків,2026-06-15,https://auto.ria.com/uk/auto_audi_a4_40022982.html
Renault Logan 2020,Renault,Logan,2020,210000,7300,Дизель,Ручна / Механіка,Надвірна,2026-06-15,https://auto.ria.com/uk/auto_renault_logan_39173458.html
Audi e-tron 2019,Audi,e-tron,2019,205000,24200,Електро,Автомат,Тлумач,2026-06-15,https://auto.ria.com/uk/auto_audi_e-tron_40022915.html
Dacia Duster 2011,Dacia,Duster,2011,134000,9850,Бензин,Ручна / Механіка,Велика Багачка,2026-06-15,https://auto.ria.com/uk/auto_dacia_duster_40022860.html
BMW 4 Series Gran Coupe 2014,BMW,4,2014,141000,19500,Дизель,Автомат,Київ,2026-06-15,https://auto.ria.com/uk/auto_bmw_4-series-gran-coupe_39885101.html
MG 3 Cross 2014,MG,3,2014,162000,4700,Бензин,Ручна / Механіка,Полтава,2026-06-15,https://auto.ria.com/uk/auto_mg_3-cross_40022599.html
Toyota Land Cruiser Prado 2013,Toyota,Land,2013,114000,30900,Дизель,Автомат,Полтава,2026-06-15,https://auto.ria.com/uk/auto_toyota_land-cruiser-prado_39748328.html
Peugeot 3008 2021,Peugeot,3008,2021,175000,19850,Дизель,Автомат,Черкаси,2026-06-15,https://auto.ria.com/uk/auto_peugeot_3008_38750335.html
Volkswagen ID.4 2021,Volkswagen,ID.4,2021,30000,24700,Електро,,Дніпро (Дніпропетровськ),2026-06-14,https://auto.ria.com/uk/auto_volkswagen_id-4_40022281.html
Volkswagen Golf 2003,Volkswagen,Golf,2003,370000,3999,Бензин,Ручна / Механіка,Ладижин,2026-06-14,https://auto.ria.com/uk/auto_volkswagen_golf_39991914.html
Audi Q5 2023,Audi,Q5,2023,54000,39855,Гібрид,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_audi_q5_40022043.html
SEAT Ateca 2023,SEAT,Ateca,2023,62000,29412,Дизель,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_seat_ateca_39742413.html
Volkswagen Tiguan 2024,Volkswagen,Tiguan,2024,30000,23999,Бензин,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_volkswagen_tiguan_40021834.html
BMW 5 Series 2016,BMW,5,2016,186000,16500,Бензин,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_bmw_5-series_40021355.html
Ford Focus 2020,Ford,Focus,2020,113000,14900,Бензин,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_ford_focus_40021806.html
Volkswagen Golf Plus 2011,Volkswagen,Golf,2011,189000,8499,Бензин,Автомат,Тальне,2026-06-14,https://auto.ria.com/uk/auto_volkswagen_golf-plus_40021726.html
Audi A6 2019,Audi,A6,2019,176000,33500,Бензин,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_audi_a6_40019043.html
Hyundai Sonata 2018,Hyundai,Sonata,2018,83000,13500,Газ,Автомат,Одеса,2026-06-14,https://auto.ria.com/uk/auto_hyundai_sonata_40021600.html
SEAT Ibiza 2012,SEAT,Ibiza,2012,239000,6150,Дизель,Ручна / Механіка,Кропивницький (Кіровоград),2026-06-14,https://auto.ria.com/uk/auto_seat_ibiza_39883929.html
BMW 1 Series 2005,BMW,1,2005,270000,4950,Дизель,Ручна / Механіка,Рівне (Рівненська),2026-06-14,https://auto.ria.com/uk/auto_bmw_1-series_40021569.html
Skoda Octavia 2013,Skoda,Octavia,2013,141000,12950,Дизель,Автомат,Луцьк,2026-06-14,https://auto.ria.com/uk/auto_skoda_octavia_40021568.html
Land Rover Range Rover Evoque 2012,Land,Rover,2012,125000,16498,Бензин,Автомат,Одеса,2026-06-14,https://auto.ria.com/uk/auto_land-rover_range-rover-evoque_39896552.html
Ford Edge 2020,Ford,Edge,2020,77000,17700,Бензин,Автомат,Львів (Львівська),2026-06-14,https://auto.ria.com/uk/auto_ford_edge_39901179.html
Volvo V40 2002,Volvo,V40,2002,258000,3250,Бензин,Ручна / Механіка,Коломия,2026-06-14,https://auto.ria.com/uk/auto_volvo_v40_40021432.html
Renault Sandero StepWay 2021,Renault,Sandero,2021,87000,11850,Дизель,Ручна / Механіка,Київ,2026-06-14,https://auto.ria.com/uk/auto_renault_sandero-stepway_39553848.html
Volkswagen Touran 2019,Volkswagen,Touran,2019,230000,16999,Дизель,Автомат,Бережани,2026-06-14,https://auto.ria.com/uk/auto_volkswagen_touran_40021169.html
BMW X7 2019,BMW,X7,2019,75000,52000,Бензин,Автомат,Львів (Львівська),2026-06-14,https://auto.ria.com/uk/auto_bmw_x7_40021011.html
Mercedes-Benz S-Class 2024,Mercedes-Benz,S-Class,2024,57000,144800,Гібрид,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_mercedes-benz_s-class_39473621.html
Dodge Durango 2016,Dodge,Durango,2016,200000,25700,Бензин,Автомат,Львів (Львівська),2026-06-14,https://auto.ria.com/uk/auto_dodge_durango_40020971.html
Renault Duster 2018,Renault,Duster,2018,45000,15486,Дизель,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_renault_duster_39883448.html
BMW X3 2011,BMW,X3,2011,197000,13700,Бензин,Автомат,Суми,2026-06-14,https://auto.ria.com/uk/auto_bmw_x3_38551776.html
Porsche Panamera 2024,Porsche,Panamera,2024,20000,269900,Бензин,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_porsche_panamera_39892448.html
Ford Focus C-Max 2007,Ford,Focus,2007,230000,4200,Бензин,Ручна / Механіка,Старий Самбір,2026-06-14,https://auto.ria.com/uk/auto_ford_focus-c-max_40020850.html
Peugeot Rifter 2019,Peugeot,Rifter,2019,76000,20450,Дизель,Автомат,Вінниця,2026-06-14,https://auto.ria.com/uk/auto_peugeot_rifter_40020818.html
Hyundai Sonata 2014,Hyundai,Sonata,2014,301000,7500,Газ,Автомат,Тернопіль,2026-06-14,https://auto.ria.com/uk/auto_hyundai_sonata_40020719.html
Skoda Octavia 2009,Skoda,Octavia,2009,235000,5900,Бензин,Ручна / Механіка,Вінниця,2026-06-14,https://auto.ria.com/uk/auto_skoda_octavia_40020660.html
Renault Grand Scenic 2016,Renault,Grand,2016,166000,10950,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-14,https://auto.ria.com/uk/auto_renault_grand-scenic_39603561.html
Renault Megane 2010,Renault,Megane,2010,215000,6300,Бензин,Ручна / Механіка,Первомайськ (Миколаївська),2026-06-14,https://auto.ria.com/uk/auto_renault_megane_39598779.html
Skoda Fabia 2001,Skoda,Fabia,2001,162000,2600,Бензин,,Ужгород,2026-06-14,https://auto.ria.com/uk/auto_skoda_fabia_39477256.html
Tesla Model X 2023,Tesla,Model,2023,76000,36990,Електро,,Львів (Львівська),2026-06-14,https://auto.ria.com/uk/auto_tesla_model-x_40020527.html
Toyota C-HR 2025,Toyota,C-HR,2025,1000,39553,Гібрид,Автомат,Чернівці (Чернівецька),2026-06-14,https://auto.ria.com/uk/auto_toyota_c-hr_39737653.html
Hyundai Santa FE 2015,Hyundai,Santa,2015,225000,20550,Дизель,Автомат,Радивилів,2026-06-14,https://auto.ria.com/uk/auto_hyundai_santa-fe_40020411.html
Mercedes-Benz V-Class 2022,Mercedes-Benz,V-Class,2022,13000,104999,Бензин,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_mercedes-benz_v-class_39181829.html
Jaguar F-Pace 2019,Jaguar,F-Pace,2019,126000,20945,Дизель,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_jaguar_f-pace_39602394.html
Subaru Solterra 2023,Subaru,Solterra,2023,23000,26200,Електро,Автомат,Львів (Львівська),2026-06-14,https://auto.ria.com/uk/auto_subaru_solterra_40020225.html
Lexus ES 2022,Lexus,ES,2022,34000,39500,Гібрид,Варіатор,Київ,2026-06-14,https://auto.ria.com/uk/auto_lexus_es_40020054.html
Ford C-Max 2009,Ford,C-Max,2009,217000,5100,Дизель,Автомат,Житомир,2026-06-14,https://auto.ria.com/uk/auto_ford_c-max_40020040.html
Hyundai Tucson 2021,Hyundai,Tucson,2021,44000,27500,Дизель,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_hyundai_tucson_40019999.html
Jeep Cherokee 2020,Jeep,Cherokee,2020,58000,19950,Бензин,Автомат,Бердичів,2026-06-14,https://auto.ria.com/uk/auto_jeep_cherokee_40019984.html
BMW X1 2019,BMW,X1,2019,142000,21899,Бензин,Автомат,Хмельницький,2026-06-14,https://auto.ria.com/uk/auto_bmw_x1_39256813.html
